"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Deadlift (Barbell)",,"",1,"normal",60,9,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Deadlift (Barbell)",,"",2,"normal",60,9,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Iso-Lateral Low Row",,"As duas com strap",0,"normal",80,11,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Iso-Lateral Low Row",,"As duas com strap",1,"failure",82.5,9,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Lat Pulldown (Machine)",,"Strap na ultima",0,"normal",78.75,11,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Lat Pulldown (Machine)",,"Strap na ultima",1,"normal",82.5,9,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Lat Pulldown (Machine)",,"Strap na ultima",2,"failure",86.25,7,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Rear Delt Reverse Fly (Machine)",,"",0,"normal",60,10,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Rear Delt Reverse Fly (Machine)",,"",1,"normal",63.75,8,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Rear Delt Reverse Fly (Machine)",,"",2,"failure",67.5,9,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Seated Incline Curl (Dumbbell)",,"",0,"normal",15,11,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Seated Incline Curl (Dumbbell)",,"",1,"failure",17.5,9,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Hammer Curl (Cable)",,"",0,"failure",28.75,10,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Hammer Curl (Cable)",,"",1,"failure",32.5,9,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Seated Wrist Extension (Barbell)",,"",0,"failure",15,12,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Seated Wrist Extension (Barbell)",,"",1,"failure",15,11,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",41.25,12,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"dropset",41.25,12,,,
"Push 2 e Pull 2","26 Oct 2024, 08:06","26 Oct 2024, 09:35","Pull 2","Stair Machine",,"",0,"normal",,,,600,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Bench Press (Barbell)",,"",0,"normal",95,9,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Bench Press (Barbell)",,"",1,"normal",95,8,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Cable Fly Crossovers",,"",0,"normal",10,12,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Cable Fly Crossovers",,"",1,"normal",12.5,10,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Cable Fly Crossovers",,"",2,"failure",12.5,11,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Cable Fly Crossovers",,"",3,"failure",12.5,10,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Skullcrusher (Cable)",,"",0,"normal",28.75,11,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Skullcrusher (Cable)",,"",1,"normal",28.75,11,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Skullcrusher (Cable)",,"",2,"failure",32.5,9,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Triceps Extension (Cable)",,"",0,"normal",10,9,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Triceps Extension (Cable)",,"",1,"failure",10,8,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Triceps Extension (Cable)",,"",2,"failure",10,7,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Single Arm Lateral Raise (Cable)",,"",0,"normal",7.5,12,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Single Arm Lateral Raise (Cable)",,"",1,"normal",7.5,11,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Single Arm Lateral Raise (Cable)",,"",2,"normal",10,8,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Crunch (Machine)",,"",0,"failure",10,13,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Crunch (Machine)",,"",1,"failure",10,8,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Crunch (Machine)",,"",2,"failure",10,8,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Crunch (Machine)",,"",3,"failure",10,6,,,
"Push 2 e Pull 2","25 Oct 2024, 07:13","25 Oct 2024, 08:44","Push 2","Stair Machine",,"",0,"normal",,,,600,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Squat (Barbell)",,"",0,"normal",95,12,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Squat (Barbell)",,"",1,"normal",105,10,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Squat (Barbell)",,"",2,"normal",105,9,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Deadlift (Dumbbell)",,"Lombar falha antes",0,"normal",22.5,10,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Deadlift (Dumbbell)",,"Lombar falha antes",1,"normal",22.5,10,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Deadlift (Dumbbell)",,"Lombar falha antes",2,"normal",22.5,9,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Deadlift (Dumbbell)",,"Lombar falha antes",3,"normal",22.5,8,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Lying Leg Curl (Machine)",,"",0,"normal",45,12,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Lying Leg Curl (Machine)",,"",1,"normal",48.75,9,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Lying Leg Curl (Machine)",,"",2,"failure",48.75,8,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Lying Leg Curl (Machine)",,"",3,"failure",48.5,7,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Hip Abduction (Machine)",,"",0,"normal",63.75,12,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Hip Abduction (Machine)",,"",1,"normal",67.5,12,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Hip Abduction (Machine)",,"",2,"normal",67.5,8,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Hip Abduction (Machine)",,"",3,"normal",67.5,10,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Hip Adduction (Machine)",,"",0,"normal",37.5,11,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Hip Adduction (Machine)",,"",1,"normal",41.25,12,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Hip Adduction (Machine)",,"",2,"failure",45,9,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Hip Adduction (Machine)",,"",3,"failure",45,10,,,
"Legs","23 Oct 2024, 07:21","23 Oct 2024, 08:54","Legs - Posterior","Stair Machine",,"",0,"normal",,,,600,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Dumbbell Row",,"Strap na ultima",0,"normal",30,11,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Dumbbell Row",,"Strap na ultima",1,"normal",35,11,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Dumbbell Row",,"Strap na ultima",2,"normal",40,9,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Lat Pulldown (Machine)",,"Strap na ultima",0,"normal",78.75,10,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Lat Pulldown (Machine)",,"Strap na ultima",1,"normal",82.5,9,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Lat Pulldown (Machine)",,"Strap na ultima",2,"failure",82.5,8,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Iso-Lateral High Row (Machine)",,"Unilateral- strap ultima - banco 7 - arrumar quadril pra tras",0,"normal",47.5,9,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Iso-Lateral High Row (Machine)",,"Unilateral- strap ultima - banco 7 - arrumar quadril pra tras",1,"failure",50,9,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Bicep Curl (Dumbbell)",,"Strap na ultima",0,"normal",17.5,10,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Bicep Curl (Dumbbell)",,"Strap na ultima",1,"failure",20,9,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Bicep Curl (Dumbbell)",,"Strap na ultima",2,"failure",20,8,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Preacher Curl (Machine)",,"",0,"normal",67.5,10,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Preacher Curl (Machine)",,"",1,"normal",71.25,7,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Preacher Curl (Machine)",,"",2,"failure",71.25,7,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Seated Wrist Extension (Barbell)",,"",0,"failure",15,12,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Seated Wrist Extension (Barbell)",,"",1,"failure",15,11,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",40,11,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"failure",43.75,10,,,
"Pull  1","22 Oct 2024, 07:16","22 Oct 2024, 08:37","Pull 1","Stair Machine",,"",0,"normal",,,,600,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Incline Bench Press (Dumbbell)",,"",0,"normal",37.5,11,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Incline Bench Press (Dumbbell)",,"",1,"normal",37.5,8,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Iso-Lateral Chest Press (Machine)",,"",0,"failure",45,9,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Iso-Lateral Chest Press (Machine)",,"",1,"failure",45,8,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Chest Fly (Machine)",,"",0,"normal",75,9,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Chest Fly (Machine)",,"",1,"normal",75,8,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Chest Fly (Machine)",,"",2,"failure",75,8,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Chest Fly (Machine)",,"",3,"failure",75,7,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Cable Fly Crossovers",,"",0,"normal",10,11,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Cable Fly Crossovers",,"",1,"normal",12.5,10,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Triceps Extension (Cable)",,"",0,"failure",12.5,10,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Triceps Extension (Cable)",,"",1,"failure",12.5,8,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Triceps Pushdown",,"",0,"normal",28.75,12,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Triceps Pushdown",,"",1,"failure",32.5,10,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Shoulder Press (Dumbbell)",,"",0,"normal",27.5,12,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Shoulder Press (Dumbbell)",,"",1,"normal",27.5,9,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Shoulder Press (Dumbbell)",,"",2,"normal",27.5,7,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Lateral Raise (Dumbbell)",,"",0,"normal",12.5,13,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Lateral Raise (Dumbbell)",,"",1,"normal",12.5,12,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Lateral Raise (Dumbbell)",,"",2,"normal",15,10,,,
"Push 1","21 Oct 2024, 07:32","21 Oct 2024, 08:57","Push 1","Stair Machine",,"",0,"normal",,,,600,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Deadlift (Barbell)",,"",0,"normal",60,10,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Deadlift (Barbell)",,"",1,"normal",60,9,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Deadlift (Barbell)",,"",2,"normal",60,9,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Iso-Lateral Low Row",,"1 sem strap - outras duas com",0,"normal",60,10,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Iso-Lateral Low Row",,"1 sem strap - outras duas com",1,"normal",80,10,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Iso-Lateral Low Row",,"1 sem strap - outras duas com",2,"failure",82.5,8,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Seated Cable Row - V Grip (Cable)",,"Strap ultima",0,"normal",67.5,11,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Seated Cable Row - V Grip (Cable)",,"Strap ultima",1,"normal",71.25,10,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Seated Cable Row - V Grip (Cable)",,"Strap ultima",2,"failure",75,9,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Rear Delt Reverse Fly (Machine)",,"",0,"normal",63.75,9,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Rear Delt Reverse Fly (Machine)",,"",1,"normal",63.75,8,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Seated Incline Curl (Dumbbell)",,"",0,"normal",15,10,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Seated Incline Curl (Dumbbell)",,"",1,"failure",17.5,8,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Hammer Curl (Cable)",,"",0,"normal",28.75,10,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Hammer Curl (Cable)",,"",1,"failure",32.5,9,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Seated Wrist Extension (Barbell)",,"",0,"normal",15,12,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Seated Wrist Extension (Barbell)",,"",1,"normal",15,12,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",40,10,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"normal",40,12,,,
"Push 2 e Pull 2","19 Oct 2024, 08:18","19 Oct 2024, 09:45","Pull 2","Stair Machine",,"",0,"normal",,,,600,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Bench Press (Barbell)",,"",0,"normal",95,8,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Bench Press (Barbell)",,"",1,"normal",95,9,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Cable Fly Crossovers",,"Cross pesado",0,"normal",10,12,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Cable Fly Crossovers",,"Cross pesado",1,"normal",10,11,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Cable Fly Crossovers",,"Cross pesado",2,"normal",10,10,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Cable Fly Crossovers",,"Cross pesado",3,"failure",12.5,10,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Skullcrusher (Cable)",,"",0,"normal",28.75,11,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Skullcrusher (Cable)",,"",1,"failure",28.75,9,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Skullcrusher (Cable)",,"",2,"failure",32.5,8,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Triceps Extension (Cable)",,"",0,"normal",10,8,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Triceps Extension (Cable)",,"",1,"normal",10,8,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Triceps Extension (Cable)",,"",2,"normal",10,6,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Single Arm Lateral Raise (Cable)",,"",0,"normal",7.5,11,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Single Arm Lateral Raise (Cable)",,"",1,"failure",7.5,9,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Single Arm Lateral Raise (Cable)",,"",2,"failure",7.5,9,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Decline Crunch (Weighted)",,"",0,"normal",,15,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Decline Crunch (Weighted)",,"",1,"normal",5,14,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Decline Crunch (Weighted)",,"",2,"failure",5,9,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Decline Crunch (Weighted)",,"",3,"failure",5,7,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Crunch (Machine)",,"",0,"normal",8,12,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Crunch (Machine)",,"",1,"normal",10,8,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Crunch (Machine)",,"",2,"failure",10,7,,,
"Push 2 e Pull 2","18 Oct 2024, 07:28","18 Oct 2024, 09:00","Push 2","Stair Machine",,"",0,"normal",,,,900,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Squat (Barbell)",,"",0,"normal",100,10,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Squat (Barbell)",,"",1,"normal",100,10,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Squat (Barbell)",,"",2,"normal",100,9,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Leg Press (Machine)",,"",0,"normal",160,10,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Leg Press (Machine)",,"",1,"normal",200,10,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Leg Press (Machine)",,"",2,"normal",240,8,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Leg Extension (Machine)",,"",0,"normal",78.75,11,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Leg Extension (Machine)",,"",1,"normal",82.5,10,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Leg Extension (Machine)",,"",2,"failure",82.5,8,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Leg Extension (Machine)",,"",3,"failure",82.5,8,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Hip Thrust (Machine)",,"",0,"normal",20,10,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Hip Thrust (Machine)",,"",1,"normal",30,10,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Hip Thrust (Machine)",,"",2,"normal",30,10,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Hip Thrust (Machine)",,"",3,"normal",30,10,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Hip Adduction (Machine)",,"",0,"normal",37.5,12,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Hip Adduction (Machine)",,"",1,"normal",37.5,11,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Hip Adduction (Machine)",,"",2,"failure",41.25,10,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Hip Adduction (Machine)",,"",3,"normal",45,10,,,
"Legs","16 Oct 2024, 07:12","16 Oct 2024, 08:43","Legs - Quadriceps","Stair Machine",,"Velo 6",0,"normal",,,,600,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Dumbbell Row",,"Strap na última",0,"normal",22.5,15,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Dumbbell Row",,"Strap na última",1,"normal",32.5,12,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Dumbbell Row",,"Strap na última",2,"failure",35,11,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Iso-Lateral High Row (Machine)",,"Unilateral-Strap ultima-Banco7",0,"normal",47.5,9,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Iso-Lateral High Row (Machine)",,"Unilateral-Strap ultima-Banco7",1,"failure",50,9,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Lat Pulldown (Machine)",,"Strap ultima",0,"normal",78.75,12,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Lat Pulldown (Machine)",,"Strap ultima",1,"normal",82.5,8,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Lat Pulldown (Machine)",,"Strap ultima",2,"failure",82.5,9,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Bicep Curl (Dumbbell)",,"Strap na ultima",0,"normal",17.5,10,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Bicep Curl (Dumbbell)",,"Strap na ultima",1,"failure",20,8,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Bicep Curl (Dumbbell)",,"Strap na ultima",2,"failure",20,9,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Preacher Curl (Machine)",,"",0,"normal",67.5,10,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Preacher Curl (Machine)",,"",1,"failure",71.25,8,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Preacher Curl (Machine)",,"",2,"failure",71.25,8,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Seated Wrist Extension (Barbell)",,"",0,"failure",15,12,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Seated Wrist Extension (Barbell)",,"",1,"failure",15,11,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"failure",41.25,12,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"failure",43.75,11,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Back Extension (Weighted Hyperextension)",,"",0,"normal",10,12,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Back Extension (Weighted Hyperextension)",,"",1,"normal",10,11,,,
"Pull  1","15 Oct 2024, 07:15","15 Oct 2024, 08:56","Pull 1","Back Extension (Weighted Hyperextension)",,"",2,"normal",10,9,,,
